.,date
235.455292,2017-08-16
231.784363,2017-08-17
231.422028,2017-08-18
231.603165,2017-08-21
234.025085,2017-08-22
233.185989,2017-08-23
232.642502,2017-08-24
233.185989,2017-08-25
233.195541,2017-08-28
233.462494,2017-08-29
234.568542,2017-08-30
235.979721,2017-08-31
236.313446,2017-09-01
234.616226,2017-09-05
235.417114,2017-09-06
235.388565,2017-09-07
235.112045,2017-09-08
237.619705,2017-09-11
238.420654,2017-09-12
238.53508,2017-09-13
238.458771,2017-09-14
238.779816,2017-09-15
239.287674,2017-09-18
239.527222,2017-09-19
239.613449,2017-09-20
238.971451,2017-09-21
239.019363,2017-09-22
238.530655,2017-09-25
238.674408,2017-09-26
239.603867,2017-09-27
239.891357,2017-09-28
240.734558,2017-09-29
241.779053,2017-10-02
242.296494,2017-10-03
242.583954,2017-10-04
244.021301,2017-10-05
243.743393,2017-10-06
243.340942,2017-10-09
243.982956,2017-10-10
244.366257,2017-10-11
244.002106,2017-10-12
244.299194,2017-10-13
244.624954,2017-10-16
244.797455,2017-10-17
245.037018,2017-10-18
245.10408,2017-10-19
246.368927,2017-10-20
245.41069,2017-10-23
245.841904,2017-10-24
244.624954,2017-10-25
244.941177,2017-10-26
246.943863,2017-10-27
246.024002,2017-10-30
246.407227,2017-10-31
246.733032,2017-11-01
246.828888,2017-11-02
247.652969,2017-11-03
248.036255,2017-11-06
247.86377,2017-11-07
248.285339,2017-11-08
247.384644,2017-11-09
247.307968,2017-11-10
247.537979,2017-11-13
246.963043,2017-11-14
245.726944,2017-11-15
247.815857,2017-11-16
247.08757,2017-11-17
247.509201,2017-11-20
249.128601,2017-11-21
248.908264,2017-11-22
249.483154,2017-11-24
249.358597,2017-11-27
251.88829,2017-11-28
251.734985,2017-11-29
253.938919,2017-11-30
253.411896,2017-12-01
253.10527,2017-12-04
252.194931,2017-12-05
252.242859,2017-12-06
253.038208,2017-12-07
254.418015,2017-12-08
255.184616,2017-12-11
255.634949,2017-12-12
255.606216,2017-12-13
254.561737,2017-12-14
256.68161,2017-12-15
258.309296,2017-12-18
257.317261,2017-12-19
257.182465,2017-12-20
257.712128,2017-12-21
257.644745,2017-12-22
257.336517,2017-12-26
257.461761,2017-12-27
257.991425,2017-12-28
257.018707,2017-12-29
258.858276,2018-01-02
260.495544,2018-01-03
261.593475,2018-01-04
263.336731,2018-01-05
263.818329,2018-01-08
264.415405,2018-01-09
264.010986,2018-01-10
265.937164,2018-01-11
267.670837,2018-01-12
266.755829,2018-01-16
269.298462,2018-01-17
268.845825,2018-01-18
270.06897,2018-01-19
272.264893,2018-01-22
272.842773,2018-01-23
272.736847,2018-01-24
272.852356,2018-01-25
276.011414,2018-01-26
274.181458,2018-01-29
271.369202,2018-01-30
271.504028,2018-01-31
271.195801,2018-02-01
265.291901,2018-02-02
254.196716,2018-02-05
259.204987,2018-02-06
257.798828,2018-02-07
248.129074,2018-02-08
251.856323,2018-02-09
255.554749,2018-02-12
256.190399,2018-02-13
259.648041,2018-02-14
262.961121,2018-02-15
263.038147,2018-02-16
261.391205,2018-02-20
260.091034,2018-02-21
260.428162,2018-02-22
264.579163,2018-02-23
267.65155,2018-02-26
264.309509,2018-02-27
261.63205,2018-02-28
257.827667,2018-03-01
259.156799,2018-03-02
262.15213,2018-03-05
262.816681,2018-03-06
262.720398,2018-03-07
263.991669,2018-03-08
268.585785,2018-03-09
268.248688,2018-03-12
266.515076,2018-03-13
265.1474,2018-03-14
264.858459,2018-03-15
265.145721,2018-03-16
261.558167,2018-03-19
262.003021,2018-03-20
261.500183,2018-03-21
254.963379,2018-03-22
249.528961,2018-03-23
256.355865,2018-03-26
251.994781,2018-03-27
251.250153,2018-03-28
254.460587,2018-03-29
248.968109,2018-04-02
252.15918,2018-04-03
254.85704,2018-04-04
256.868347,2018-04-05
251.143799,2018-04-06
252.381546,2018-04-09
256.394562,2018-04-10
255.050446,2018-04-11
257.148773,2018-04-12
256.394562,2018-04-13
258.502502,2018-04-16
261.268097,2018-04-17
261.461487,2018-04-18
260.011078,2018-04-19
257.806305,2018-04-20
257.767639,2018-04-23
254.296219,2018-04-24
254.924698,2018-04-25
257.516235,2018-04-26
257.757965,2018-04-27
255.775681,2018-04-30
256.230164,2018-05-01
254.508942,2018-05-02
253.948044,2018-05-03
257.235809,2018-05-04
258.10611,2018-05-07
258.10611,2018-05-08
260.600891,2018-05-09
263.037628,2018-05-10
263.84021,2018-05-11
263.965973,2018-05-14
262.148041,2018-05-15
263.250366,2018-05-16
263.028015,2018-05-17
262.370483,2018-05-18
264.343079,2018-05-21
263.608154,2018-05-22
264.333405,2018-05-23
263.791931,2018-05-24
263.163391,2018-05-25
260.136688,2018-05-29
263.608154,2018-05-30
261.993317,2018-05-31
264.565521,2018-06-01
265.822601,2018-06-04
266.015961,2018-06-05
268.240021,2018-06-06
268.210999,2018-06-07
269.003937,2018-06-08
269.361755,2018-06-11
269.709839,2018-06-12
268.849182,2018-06-13
269.526123,2018-06-14
269.182251,2018-06-15
268.628632,2018-06-18
267.598999,2018-06-19
268.055511,2018-06-20
266.375122,2018-06-21
266.860779,2018-06-22
263.228058,2018-06-25
263.810883,2018-06-26
261.625366,2018-06-27
263.121185,2018-06-28
263.500031,2018-06-29
264.063416,2018-07-02
263.13092,2018-07-03
265.277527,2018-07-05
267.521301,2018-07-06
269.930176,2018-07-09
270.901459,2018-07-10
268.920013,2018-07-11
271.358002,2018-07-12
271.571716,2018-07-13
271.328888,2018-07-16
272.426483,2018-07-17
272.999573,2018-07-18
271.96994,2018-07-19
271.659119,2018-07-20
272.164185,2018-07-23
273.533752,2018-07-24
275.864929,2018-07-25
275.214172,2018-07-26
273.349243,2018-07-27
271.921417,2018-07-30
273.261749,2018-07-31
272.805267,2018-08-01
274.291412,2018-08-02
275.466705,2018-08-03
276.476868,2018-08-06
277.389893,2018-08-07
277.273346,2018-08-08
276.894562,2018-08-09
275.039337,2018-08-10
274.009735,2018-08-13
275.758087,2018-08-14
273.698914,2018-08-15
275.913544,2018-08-16
276.884857,2018-08-17
277.477356,2018-08-20
278.128113,2018-08-21
277.962982,2018-08-22
277.593933,2018-08-23
279.264557,2018-08-24
281.469482,2018-08-27
281.605438,2018-08-28
283.120697,2018-08-29
281.974548,2018-08-30
281.984253,2018-08-31
281.498596,2018-09-04
280.740967,2018-09-05
279.895935,2018-09-06
279.35199,2018-09-07
279.837646,2018-09-10
280.760345,2018-09-11
280.8284,2018-09-12
282.489349,2018-09-13
282.537903,2018-09-14
281.042053,2018-09-17
282.567078,2018-09-18
282.868195,2018-09-19
285.160492,2018-09-20
284.899933,2018-09-21
283.953522,2018-09-24
283.690033,2018-09-25
282.841217,2018-09-26
283.631531,2018-09-27
283.660828,2018-09-28
284.646301,2018-10-01
284.480408,2018-10-02
284.636536,2018-10-03
282.411896,2018-10-04
280.831207,2018-10-05
280.831207,2018-10-08
280.421417,2018-10-09
271.542389,2018-10-10
265.561279,2018-10-11
269.249481,2018-10-12
267.737091,2018-10-15
273.59137,2018-10-16
273.640198,2018-10-17
269.688507,2018-10-18
269.542175,2018-10-19
268.332275,2018-10-22
266.966278,2018-10-23
258.877594,2018-10-24
263.521942,2018-10-25
258.887299,2018-10-26
257.452972,2018-10-29
261.268066,2018-10-30
264.058624,2018-10-31
266.868683,2018-11-01
265.288025,2018-11-02
266.751617,2018-11-05
268.439606,2018-11-06
274.186584,2018-11-07
273.688934,2018-11-08
271.015503,2018-11-09
265.951538,2018-11-12
265.453888,2018-11-13
263.639099,2018-11-14
266.390594,2018-11-15
267.083374,2018-11-16
262.565765,2018-11-19
257.706665,2018-11-20
258.584839,2018-11-21
256.857849,2018-11-23
261.004608,2018-11-26
261.882751,2018-11-27
267.912689,2018-11-28
267.327271,2018-11-29
268.956757,2018-11-30
272.518066,2018-12-03
263.687866,2018-12-04
263.287811,2018-12-06
257.170105,2018-12-07
257.657928,2018-12-10
257.716461,2018-12-11
259.01416,2018-12-12
258.926331,2018-12-13
254.145355,2018-12-14
249.159409,2018-12-17
248.886215,2018-12-18
245.158951,2018-12-19
241.168274,2018-12-20
236.226837,2018-12-21
229.985046,2018-12-24
241.605011,2018-12-26
243.4599,2018-12-27
243.145813,2018-12-28
245.275513,2018-12-31
245.530655,2019-01-02
239.671631,2019-01-03
247.699615,2019-01-04
249.652634,2019-01-07
251.998199,2019-01-08
253.175903,2019-01-09
254.069016,2019-01-10
254.167145,2019-01-11
252.616516,2019-01-14
255.511658,2019-01-15
256.129944,2019-01-16
258.073151,2019-01-17
261.508118,2019-01-18
257.975006,2019-01-22
258.514801,2019-01-23
258.652191,2019-01-24
260.840759,2019-01-25
258.858337,2019-01-28
258.514801,2019-01-29
262.6073,2019-01-30
264.913605,2019-01-31
265.041229,2019-02-01
266.905884,2019-02-04
268.02475,2019-02-05
267.671417,2019-02-06
265.119751,2019-02-07
265.443604,2019-02-08
265.59079,2019-02-11
269.006165,2019-02-12
269.879578,2019-02-13
269.280975,2019-02-14
272.215393,2019-02-15
272.686432,2019-02-19
273.236023,2019-02-20
272.264465,2019-02-21
273.952515,2019-02-22
274.325409,2019-02-25
274.12915,2019-02-26
274.011383,2019-02-27
273.501007,2019-02-28
275.20874,2019-03-01
274.207642,2019-03-04
273.834717,2019-03-05
272.176117,2019-03-06
269.899231,2019-03-07
269.359436,2019-03-08
273.265503,2019-03-11
274.29599,2019-03-12
276.111603,2019-03-13
275.934967,2019-03-14
277.298218,2019-03-15
278.30365,2019-03-18
278.372681,2019-03-19
277.53479,2019-03-20
280.669464,2019-03-21
275.267578,2019-03-22
275.060577,2019-03-25
277.110931,2019-03-26
275.661896,2019-03-27
276.706787,2019-03-28
278.451538,2019-03-29
281.753723,2019-04-01
281.891754,2019-04-02
282.335327,2019-04-03
283.084503,2019-04-04
284.454712,2019-04-05
284.671539,2019-04-08
283.212646,2019-04-09
284.178711,2019-04-10
284.099823,2019-04-11
286.022034,2019-04-12
285.834747,2019-04-15
286.022034,2019-04-16
285.322144,2019-04-17
285.884003,2019-04-18
286.130432,2019-04-22
288.703217,2019-04-23
288.0625,2019-04-24
287.88501,2019-04-25
289.225677,2019-04-26
289.679077,2019-04-29
289.826965,2019-04-30
287.648499,2019-05-01
287.027466,2019-05-02
289.836823,2019-05-03
288.644073,2019-05-06
283.823822,2019-05-07
283.429504,2019-05-08
282.571899,2019-05-09
283.991394,2019-05-10
276.854614,2019-05-13
279.358398,2019-05-14
280.99472,2019-05-15
283.597107,2019-05-16
281.763641,2019-05-17
279.900574,2019-05-20
282.424072,2019-05-21
281.55661,2019-05-22
278.116394,2019-05-23
278.747284,2019-05-24
276.154755,2019-05-28
274.301575,2019-05-29
275.050751,2019-05-30
271.34433,2019-05-31
270.654327,2019-06-03
276.529358,2019-06-04
278.924683,2019-06-05
280.738434,2019-06-06
283.547791,2019-06-07
284.848999,2019-06-10
284.779999,2019-06-11
284.277283,2019-06-12
285.450256,2019-06-13
285.134857,2019-06-14
285.243256,2019-06-17
288.230072,2019-06-18
288.880646,2019-06-19
291.640717,2019-06-20
291.216797,2019-06-21
290.860199,2019-06-24
288.007477,2019-06-25
287.720184,2019-06-26
288.740448,2019-06-27
290.226227,2019-06-28
292.861084,2019-07-01
293.623779,2019-07-02
295.971344,2019-07-03
295.634552,2019-07-05
294.010101,2019-07-08
294.376587,2019-07-09
295.783112,2019-07-10
296.476501,2019-07-11
297.803802,2019-07-12
297.902863,2019-07-15
296.942047,2019-07-16
294.921356,2019-07-17
296.001038,2019-07-18
294.356781,2019-07-19
295.079834,2019-07-22
297.189667,2019-07-23
298.586334,2019-07-24
297.159973,2019-07-25
299.15094,2019-07-26
298.60614,2019-07-29
297.873138,2019-07-30
294.614288,2019-07-31
292.048828,2019-08-01
289.849854,2019-08-02
281.133148,2019-08-05
285.07547,2019-08-06
285.243866,2019-08-07
290.840363,2019-08-08
288.859283,2019-08-09
285.342926,2019-08-12
289.780487,2019-08-13
281.212372,2019-08-14
281.955292,2019-08-15
286.115509,2019-08-16
289.562561,2019-08-19
287.343811,2019-08-20
289.681458,2019-08-21
289.592285,2019-08-22
282.153412,2019-08-23
285.27356,2019-08-26
284.154266,2019-08-27
286.155151,2019-08-28
289.810211,2019-08-29
289.681458,2019-08-30
287.98764,2019-09-03
291.256409,2019-09-04
295.00061,2019-09-05
295.228424,2019-09-06
295.377014,2019-09-09
295.307709,2019-09-10
297.407593,2019-09-11
298.437775,2019-09-12
298.239655,2019-09-13
297.318481,2019-09-16
298.071259,2019-09-17
298.249573,2019-09-18
298.229736,2019-09-19
296.820679,2019-09-20
296.751007,2019-09-23
294.422455,2019-09-24
296.16391,2019-09-25
295.546936,2019-09-26
293.954773,2019-09-27
295.318054,2019-09-30
291.805328,2019-10-01
286.650665,2019-10-02
288.999146,2019-10-03
292.909912,2019-10-04
291.646088,2019-10-07
287.118378,2019-10-08
289.844971,2019-10-09
291.805328,2019-10-10
294.830444,2019-10-11
294.502075,2019-10-14
297.417755,2019-10-15
296.940094,2019-10-16
297.815796,2019-10-17
296.512207,2019-10-18
298.522308,2019-10-21
297.547119,2019-10-22
298.412842,2019-10-23
298.900452,2019-10-24
300.124451,2019-10-25
301.816101,2019-10-28
301.726532,2019-10-29
302.652008,2019-10-30
301.845947,2019-10-31
304.642242,2019-11-01
305.866211,2019-11-04
305.527863,2019-11-05
305.597534,2019-11-06
306.672241,2019-11-07
307.428528,2019-11-08
306.8414,2019-11-11
307.48822,2019-11-12
307.587738,2019-11-13
308.035522,2019-11-14
310.264587,2019-11-15
310.493439,2019-11-18
310.4039,2019-11-19
309.249542,2019-11-20
308.752014,2019-11-21
309.438629,2019-11-22
311.836853,2019-11-25
312.543365,2019-11-26
313.936523,2019-11-27
312.772247,2019-11-29
310.115326,2019-12-02
308.035522,2019-12-03
309.936188,2019-12-04
310.493439,2019-12-05
313.329498,2019-12-06
312.34436,2019-12-09
311.996063,2019-12-10
312.881714,2019-12-11
315.578461,2019-12-12
315.767517,2019-12-13
317.936859,2019-12-16
318.006531,2019-12-17
318.026398,2019-12-18
319.329987,2019-12-19
320.730011,2019-12-20
321.220001,2019-12-23
321.230011,2019-12-24
322.940002,2019-12-26
322.859985,2019-12-27
321.079987,2019-12-30
321.859985,2019-12-31
324.869995,2020-01-02
322.410004,2020-01-03
323.640015,2020-01-06
322.730011,2020-01-07
324.450012,2020-01-08
326.649994,2020-01-09
325.709991,2020-01-10
327.950012,2020-01-13
327.450012,2020-01-14
328.190002,2020-01-15
330.920013,2020-01-16
331.950012,2020-01-17
